review_content,rating,source,date
It's rare I get a look in. Everyday I go and most shops tell me sold out at different times previous days yet I get no notification when they are available.,3,Google,2021-07-07
I really don't want to say lol 😂 only so there will be more for me next time ummmmmmm lovely ppl and wat a good idea I loved it vegan eny day. Hope to get a couple bags next time. My nabers are a lot older and went and made a pot of tea and gave them a slice of vegan cake that I'd just picked up and thay loved it. Thankyou for making my fist time using my app a very fraindly one. Hope to see you again Thankyou x,5,Google,2021-07-06
"the staff members was friendly and helpful,",5,Google,2021-07-06
Good variety of goods.Excellent service.,5,Google,2021-07-06
"amazing value, delicious",5,Google,2021-07-06
"Amazing! Went tonight for the first time. Paid 4 quid so wasn't expecting much. I got beers, steak and meatballs. Absolutely amazing idea. Love everything about it. 100% recommend to everyone. Everyone is a winner here!",5,Google,2021-07-06
"Excellent, quick and easy collection. Variety of different goods. Great charity.",5,Google,2021-07-06
"Really good value, loads of food, good variety.",5,Google,2021-07-06
Very quick and easy staff very lovely x,5,Google,2021-07-06
Fantastic idea whomever came up with it,5,Google,2021-07-06
"my first time using the app, and VERY happy 😁😁",5,Google,2021-07-06
Good application,5,Google,2021-07-06
My 1st ever time using this app. Great quality food. Will keep using again. Thankyou TooGoodToGo,5,Google,2021-07-06
"I find this App easy to use and the concept of ""Too Good To Go"" is definitely one I support!",5,Google,2021-07-06
really good value for money. will definitely try them again,5,Google,2021-07-06
Nice people and enjoyable food,5,Google,2021-07-06
So easy to use and the prices are so cheap. - Only thing it's missing is a way for users to add pictures of their bags and what they got so people can see the range of stuff on offer.,5,Google,2021-07-06
Fantastic app,5,Google,2021-07-06
Useful app,4,Google,2021-07-06
"the app is great, each place has different value",4,Google,2021-07-06
cheap food bit of fun. nice alternative to buying takeaway but bit awake if you are a veggie,5,Google,2021-07-06
Bad service if something went wrong!,2,Google,2021-07-06
"Good initiative, app works smoothly. However, they give the wrong distances to the restaurants/supermarkets. I feel like they measure it in a direct line, whereas the real way there is 3 times as long. Please fix this.",4,Google,2021-07-06
First time using app went all the way to shop to find out there was nothing left surely they shud tell you before collection time and they still took the money 😡 wont be using again,1,Google,2021-07-06
"What a fantastic idea, thank you",5,Google,2021-07-06
what an amazing revelation!!,5,Google,2021-07-06
"Such a great way to save money, try new things and fight food waste. Brilliant idea!",5,Google,2021-07-06
"Great app, even if I don't like the food I give it to a homeless person as there are many in my city. great way to stop food waste",5,Google,2021-07-06
"fantastic food, just delicious so much per a portion. Will be back again",5,Google,2021-07-05
Good app when your quick,3,Google,2021-07-05
"Great variety of exciting vegetarian food options, just enjoyed the most delicious Thai ""chicken"" and broccoli curry cooked for me because the kids were so inspired by the range of ingredients! Really helpful staff for a newbie like me to feel confident at my first Toogoodtogo order and collection. love that this great quality food didn't get thrown away.",5,Google,2021-07-05
amazing way to save money and stop wasting food,5,Google,2021-07-05
Always good,5,Google,2021-07-05
Everyone should definitely have this app on their phones,5,Google,2021-07-05
Great deal,5,Google,2021-07-05
"A bag LOADED with fresh goodies. Not a single rotten thing. Quick collection, friendly staff. I'm impressed.",5,Google,2021-07-05
"Incredible deals for delicious food. Super straightforward - you order a magic bag, show up, show your order and you get your food. Only downside is that the app doesn't notify you when deals are available, so you have to check it yourself from time to time or you'll miss out. Wholeheartedly recommend this app.",5,Google,2021-07-05
However brought this idea to reality...God bless you,5,Google,2021-07-05
this is a great idea if you are struggling or you can use it to help others in need or the homeless,5,Google,2021-07-05
Great food,5,Google,2021-07-05
"Absolutely fantastic, the magic bag was fantastic. 🌻 🌻 Very happy. Will definitely be wanting another. 🌻 Very friendly and helpful staff. 🌻",5,Google,2021-07-05
top notch,5,Google,2021-07-05
This app is amazing,5,Google,2021-07-05
Great way to save food and half the things arnt even out of date :),5,Google,2021-07-05
Great idea and app,5,Google,2021-07-05
Wouldn't recognise my email so unable to access app.,1,Google,2021-07-05
"Fantastic App. We don't have a huge selection where we live but being able to get tasty food, for a fraction of the price, whilst helping the environment is great.",5,Google,2021-07-05
The worst app.,1,Google,2021-07-05
Just love this idea 🙌,5,Google,2021-07-05
Very friendly staff and the bag had a good selection of goodies 😊,5,Google,2021-07-05
This is a brilliant idea. Sadly there are no offers within 8 miles of my home and the cost of fuel outweighs the savings,1,Google,2021-07-05
some bags are great others a but naff but that's what it's about,4,Google,2021-07-05
"Looks like a great idea, but no stores anywhere in south Florida. Would be nice if you said not yet available before getting my email address.",1,Google,2021-07-05
Great app,5,Google,2021-07-05
"Soooooo my fellow Foodies, I ran across this awesome app called TooGoodToGo and I liked it immediately because it's about NOT wasting food. I tried this place Go Duck Yourself🦆located in busy Chinatown and I'm very happy I did. I purchased my surprise bag for $5.99 & I know I got at least a $10-15 plate of crispy duck pieces & pork, sticky rice, and broccoli. it also came with this thick tasty sauce with a hint of orange 🍊 & ginger in it. I was sooo delicious 😋😋.",5,Google,2021-07-05
"Great initiative to reduce food waste. We tried it today for the first time and it will not be the last! Good value, quality food. I wish we had more participating businesses where we live.",5,Google,2021-07-04
"Great choice of items, good value for money!",5,Google,2021-07-04
excellent idea,5,Google,2021-07-04
value for money,5,Google,2021-07-04
Fabulous for getting a good deal!!,5,Google,2021-07-04
"Lucky dip bags of short dated fresh produce. Excellent value and it adds a bit of variety to your diet, trying things you might not have bought. Good to know that it's not going to waste. Some items can be frozen for another day. Win win.",5,Google,2021-07-04
Great selection of food.,5,Google,2021-07-04
"this is my first time using this app after being told about it by a friend, highly recommended if you want to get some good food. it's a great surprise when you get home and have a look though your goodies",5,Google,2021-07-04
You really can feel the love in everything Abigail bakes! Many of the choices are creative twists on classic treats. The Everything (bagel topping) Babka Roll is scrumptious and not what you'd expect in a babka! Her Flour less Chocolate Cake is divine. As in heavenly. Abigail somehow hits the mark of sublime and indulgent without going overboard. You don't feel sorry you've had a treat -- you feel satisfied and content.,5,Google,2021-07-04
